"","date","NO2","SO2","Ozone","PM2.5","day","ratio"
"4800",2019-07-20 00:00:00,18.62,NA,7.43,20,2019-07-20,NA
"4801",2019-07-20 01:00:00,15.98,2.67,11.08,26,2019-07-20,NA
"4802",2019-07-20 02:00:00,15.75,2.68,11.61,NA,2019-07-20,NA
"4803",2019-07-20 03:00:00,12.45,2.82,19.66,NA,2019-07-20,NA
"4804",2019-07-20 04:00:00,10.98,2.85,18.86,NA,2019-07-20,NA
"4805",2019-07-20 05:00:00,12.75,2.8,17.11,14,2019-07-20,NA
"4806",2019-07-20 06:00:00,15.1,3,15.14,14.5,2019-07-20,NA
"4807",2019-07-20 07:00:00,21.8,2.88,9.51,17,2019-07-20,NA
"4808",2019-07-20 08:00:00,21.95,2.92,8.6,22.5,2019-07-20,NA
"4809",2019-07-20 09:00:00,20.2,2.85,15.37,28.25,2019-07-20,NA
"4810",2019-07-20 10:00:00,18.52,NA,22.09,22,2019-07-20,NA
"4811",2019-07-20 11:00:00,20.32,2.95,20.53,19.5,2019-07-20,NA
"4812",2019-07-20 12:00:00,21.5,NA,22.05,21.5,2019-07-20,NA
"4813",2019-07-20 13:00:00,21.8,3.05,29.25,22.75,2019-07-20,NA
"4814",2019-07-20 14:00:00,23.2,3.18,NA,23.25,2019-07-20,NA
"4815",2019-07-20 15:00:00,27.07,3.02,28.45,39,2019-07-20,NA
"4816",2019-07-20 16:00:00,25,3.05,18.92,77.75,2019-07-20,NA
"4817",2019-07-20 17:00:00,24.57,3,19.04,78,2019-07-20,NA
"4818",2019-07-20 18:00:00,26.65,3.05,20.02,52,2019-07-20,NA
"4819",2019-07-20 19:00:00,27.27,NA,14.06,44.75,2019-07-20,NA
"4820",2019-07-20 20:00:00,26.58,3,11.02,37.25,2019-07-20,NA
"4821",2019-07-20 21:00:00,23.9,NA,13.43,27.5,2019-07-20,NA
"4822",2019-07-20 22:00:00,21.82,2.95,9.25,31,2019-07-20,NA
"4823",2019-07-20 23:00:00,20.98,3,8.56,26.25,2019-07-20,NA
"4824",2019-07-21 00:00:00,19.15,NA,10.14,21.25,2019-07-21,NA
"4825",2019-07-21 01:00:00,16.17,2.73,15.76,20.75,2019-07-21,NA
"4826",2019-07-21 02:00:00,15.7,2.6,13.68,18,2019-07-21,NA
"4827",2019-07-21 03:00:00,13.25,2.52,16.83,21.25,2019-07-21,NA
"4828",2019-07-21 04:00:00,10.97,2.55,19.91,22,2019-07-21,NA
"4829",2019-07-21 05:00:00,10.6,2.6,23.47,NA,2019-07-21,NA
"4830",2019-07-21 06:00:00,11.35,2.5,22.27,NA,2019-07-21,NA
"4831",2019-07-21 07:00:00,20.05,2.58,13.44,18,2019-07-21,NA
"4832",2019-07-21 08:00:00,19.22,2.6,15.81,24.25,2019-07-21,NA
"4833",2019-07-21 09:00:00,18.38,2.58,18.9,24.75,2019-07-21,NA
"4834",2019-07-21 10:00:00,17.05,2.62,22.85,20.5,2019-07-21,NA
"4835",2019-07-21 11:00:00,17.38,2.65,25.69,11.75,2019-07-21,NA
"4836",2019-07-21 12:00:00,16.18,2.52,31.42,17.75,2019-07-21,NA
"4837",2019-07-21 13:00:00,16.62,2.58,34.27,19.75,2019-07-21,NA
"4838",2019-07-21 14:00:00,17.8,NA,34.95,19,2019-07-21,NA
"4839",2019-07-21 15:00:00,18.02,2.5,33.51,16.75,2019-07-21,NA
"4840",2019-07-21 16:00:00,17.1,2.55,26.39,11.75,2019-07-21,NA
"4841",2019-07-21 17:00:00,25.65,2.5,9.53,17,2019-07-21,NA
"4842",2019-07-21 18:00:00,26.67,2.6,3.92,22,2019-07-21,NA
"4843",2019-07-21 19:00:00,30.73,2.62,0.24,18.75,2019-07-21,NA
"4844",2019-07-21 20:00:00,26.83,2.6,1.99,8.5,2019-07-21,NA
"4845",2019-07-21 21:00:00,24.75,NA,2.88,10.75,2019-07-21,NA
"4846",2019-07-21 22:00:00,22.27,2.55,4.35,22,2019-07-21,NA
"4847",2019-07-21 23:00:00,19.58,2.6,6.79,NA,2019-07-21,NA
"4848",2019-07-22 00:00:00,17.88,2.55,7.6,NA,2019-07-22,NA
"4849",2019-07-22 01:00:00,16.82,2.6,8.03,NA,2019-07-22,NA
"4850",2019-07-22 02:00:00,11.95,2.62,16.68,NA,2019-07-22,NA
"4851",2019-07-22 03:00:00,9.43,2.67,17.71,NA,2019-07-22,NA
"4852",2019-07-22 04:00:00,10.12,2.77,17.17,NA,2019-07-22,NA
"4853",2019-07-22 05:00:00,12.03,2.85,15.98,NA,2019-07-22,NA
"4854",2019-07-22 06:00:00,14.2,NA,12.89,NA,2019-07-22,NA
"4855",2019-07-22 07:00:00,23.55,2.7,4.51,NA,2019-07-22,NA
"4856",2019-07-22 08:00:00,22.57,2.68,10.57,NA,2019-07-22,NA
"4857",2019-07-22 09:00:00,19.88,2.7,18.11,NA,2019-07-22,NA
"4858",2019-07-22 10:00:00,22.08,NA,20.84,NA,2019-07-22,NA
"4859",2019-07-22 11:00:00,23.6,2.68,26.35,NA,2019-07-22,NA
"4860",2019-07-22 12:00:00,21.85,2.82,33.12,NA,2019-07-22,NA
"4861",2019-07-22 13:00:00,21.77,2.72,32.91,NA,2019-07-22,NA
"4862",2019-07-22 14:00:00,23.85,2.8,33.36,NA,2019-07-22,NA
"4863",2019-07-22 15:00:00,25.12,NA,35.44,NA,2019-07-22,NA
"4864",2019-07-22 16:00:00,24.98,2.75,36.56,NA,2019-07-22,NA
"4865",2019-07-22 17:00:00,26.73,2.83,34.13,NA,2019-07-22,NA
"4866",2019-07-22 18:00:00,28.88,2.85,24.02,NA,2019-07-22,NA
"4867",2019-07-22 19:00:00,32.95,2.82,13.13,NA,2019-07-22,NA
"4868",2019-07-22 20:00:00,34.02,2.85,11.45,NA,2019-07-22,NA
"4869",2019-07-22 21:00:00,26.88,2.88,10.25,NA,2019-07-22,NA
"4870",2019-07-22 22:00:00,26.27,2.97,6.13,NA,2019-07-22,NA
"4871",2019-07-22 23:00:00,24.9,NA,5.76,NA,2019-07-22,NA
"4872",2019-07-23 00:00:00,22.27,2.88,11.81,16.25,2019-07-23,NA
"4873",2019-07-23 01:00:00,22.67,2.9,12.07,12.5,2019-07-23,NA
"4874",2019-07-23 02:00:00,23.18,NA,13.64,17,2019-07-23,NA
"4875",2019-07-23 03:00:00,15.55,NA,29.73,NA,2019-07-23,NA
"4876",2019-07-23 04:00:00,16,2.95,21.17,NA,2019-07-23,NA
"4877",2019-07-23 05:00:00,18.7,2.85,14.54,NA,2019-07-23,NA
"4878",2019-07-23 06:00:00,20.07,2.8,8.93,NA,2019-07-23,NA
"4879",2019-07-23 07:00:00,29.4,2.95,2.29,NA,2019-07-23,NA
"4880",2019-07-23 08:00:00,24.67,NA,4.07,22.25,2019-07-23,NA
"4881",2019-07-23 09:00:00,25.05,NA,8.18,28.5,2019-07-23,NA
"4882",2019-07-23 10:00:00,23.27,2.98,11.77,25.75,2019-07-23,NA
"4883",2019-07-23 11:00:00,23.15,2.85,18.55,23,2019-07-23,NA
"4884",2019-07-23 12:00:00,20.9,2.9,24.45,24.25,2019-07-23,NA
"4885",2019-07-23 13:00:00,21.55,2.92,31.83,19.75,2019-07-23,NA
"4886",2019-07-23 14:00:00,25.3,NA,32.73,22.5,2019-07-23,NA
"4887",2019-07-23 15:00:00,28.5,2.83,28.02,24,2019-07-23,NA
"4888",2019-07-23 16:00:00,24.85,2.92,23.01,21,2019-07-23,NA
"4889",2019-07-23 17:00:00,24.93,2.83,25.01,20.75,2019-07-23,NA
"4890",2019-07-23 18:00:00,28.05,2.88,18.9,22,2019-07-23,NA
"4891",2019-07-23 19:00:00,28.7,2.92,13.79,27.75,2019-07-23,NA
"4892",2019-07-23 20:00:00,24.25,2.9,10.64,27.25,2019-07-23,NA
"4893",2019-07-23 21:00:00,23.65,2.8,6.41,27,2019-07-23,NA
"4894",2019-07-23 22:00:00,24.88,NA,3.47,28.5,2019-07-23,NA
"4895",2019-07-23 23:00:00,24.55,2.73,1.77,36.75,2019-07-23,NA
"4896",2019-07-24 00:00:00,27.55,2.85,4.05,25.5,2019-07-24,NA
"4897",2019-07-24 01:00:00,22.43,2.75,4.76,35.75,2019-07-24,NA
"4898",2019-07-24 02:00:00,20,NA,5.49,28,2019-07-24,NA
"4899",2019-07-24 03:00:00,18.9,2.77,4.47,30.25,2019-07-24,NA
"4900",2019-07-24 04:00:00,16.12,2.67,5.73,21,2019-07-24,NA
"4901",2019-07-24 05:00:00,16.27,2.6,5.19,26.5,2019-07-24,NA
"4902",2019-07-24 06:00:00,14.75,2.8,6.68,24.75,2019-07-24,NA
"4903",2019-07-24 07:00:00,19.35,2.73,2.12,27.5,2019-07-24,NA
"4904",2019-07-24 08:00:00,18.52,NA,4.82,36.5,2019-07-24,NA
"4905",2019-07-24 09:00:00,22.25,2.75,7.7,38.25,2019-07-24,NA
"4906",2019-07-24 10:00:00,22.3,2.8,10.99,64,2019-07-24,NA
"4907",2019-07-24 11:00:00,20.98,2.85,27.43,NA,2019-07-24,NA
"4908",2019-07-24 12:00:00,19.58,2.75,26.84,59,2019-07-24,NA
"4909",2019-07-24 13:00:00,21.62,2.83,33.32,40.75,2019-07-24,NA
"4910",2019-07-24 14:00:00,21.78,2.77,38.18,36.75,2019-07-24,NA
"4911",2019-07-24 15:00:00,23.75,2.75,34.44,27.75,2019-07-24,NA
"4912",2019-07-24 16:00:00,23.45,2.77,41.45,28,2019-07-24,NA
"4913",2019-07-24 17:00:00,24.7,2.85,38.62,24.25,2019-07-24,NA
"4914",2019-07-24 18:00:00,26.8,NA,31.93,28.25,2019-07-24,NA
"4915",2019-07-24 19:00:00,29.17,2.65,14.63,22,2019-07-24,NA
"4916",2019-07-24 20:00:00,30.72,2.7,11.12,27,2019-07-24,NA
"4917",2019-07-24 21:00:00,26.38,2.9,16.77,24,2019-07-24,NA
"4918",2019-07-24 22:00:00,26,2.88,8.15,18,2019-07-24,NA
"4919",2019-07-24 23:00:00,22.32,2.8,11.26,17.5,2019-07-24,NA
"4920",2019-07-25 00:00:00,23.78,2.7,7.78,17.25,2019-07-25,NA
"4921",2019-07-25 01:00:00,23.05,2.48,5.96,21.75,2019-07-25,NA
"4922",2019-07-25 02:00:00,14.85,2.58,18.45,22.25,2019-07-25,NA
"4923",2019-07-25 03:00:00,12,2.52,18.79,17,2019-07-25,NA
"4924",2019-07-25 04:00:00,12.4,2.68,9.57,21,2019-07-25,NA
"4925",2019-07-25 05:00:00,13.6,2.6,6.48,20.25,2019-07-25,NA
"4926",2019-07-25 06:00:00,14.18,2.65,8.33,18.5,2019-07-25,NA
"4927",2019-07-25 07:00:00,20.55,2.58,6.49,20.75,2019-07-25,NA
"4928",2019-07-25 08:00:00,22.53,2.6,6.8,23,2019-07-25,NA
"4929",2019-07-25 09:00:00,22.18,NA,9.88,23.75,2019-07-25,NA
"4930",2019-07-25 10:00:00,22.3,NA,12.73,25.75,2019-07-25,NA
"4931",2019-07-25 11:00:00,22.4,2.65,12.87,29,2019-07-25,NA
"4932",2019-07-25 12:00:00,22.05,2.58,20.8,39.25,2019-07-25,NA
"4933",2019-07-25 13:00:00,27.35,2.62,27.79,34,2019-07-25,NA
"4934",2019-07-25 14:00:00,23.43,2.7,43.09,22.75,2019-07-25,NA
"4935",2019-07-25 15:00:00,22.98,2.65,35.06,29.25,2019-07-25,NA
"4936",2019-07-25 16:00:00,22.65,2.75,38.23,23.5,2019-07-25,NA
"4937",2019-07-25 17:00:00,26.12,2.7,30.74,24,2019-07-25,NA
"4938",2019-07-25 18:00:00,28.02,NA,19.36,34,2019-07-25,NA
"4939",2019-07-25 19:00:00,33.2,2.73,3.39,42.25,2019-07-25,NA
"4940",2019-07-25 20:00:00,32.03,2.6,4.43,32,2019-07-25,NA
"4941",2019-07-25 21:00:00,27.93,NA,3.38,37,2019-07-25,NA
"4942",2019-07-25 22:00:00,30.68,2.62,0.45,38.75,2019-07-25,NA
"4943",2019-07-25 23:00:00,27.4,2.65,0.2,23.75,2019-07-25,NA
"4944",2019-07-26 00:00:00,23.88,2.58,1.65,20.5,2019-07-26,NA
"4945",2019-07-26 01:00:00,19.23,2.85,2.73,30.5,2019-07-26,NA
"4946",2019-07-26 02:00:00,16.25,2.9,7.65,26.75,2019-07-26,NA
"4947",2019-07-26 03:00:00,13.73,NA,10.26,21,2019-07-26,NA
"4948",2019-07-26 04:00:00,11.88,2.88,9.17,22.5,2019-07-26,NA
"4949",2019-07-26 05:00:00,17.23,2.9,3.14,19.5,2019-07-26,NA
"4950",2019-07-26 06:00:00,15.7,3,3.16,25.5,2019-07-26,NA
"4951",2019-07-26 07:00:00,19.45,2.97,0.58,33,2019-07-26,NA
"4952",2019-07-26 08:00:00,18.4,3.02,0.97,40,2019-07-26,NA
"4953",2019-07-26 09:00:00,19.9,2.92,1.78,34.25,2019-07-26,NA
"4954",2019-07-26 10:00:00,19.5,2.9,3.88,33.5,2019-07-26,NA
"4955",2019-07-26 11:00:00,16.85,3,9.25,29.75,2019-07-26,NA
"4956",2019-07-26 12:00:00,17.23,3.42,16.72,28.75,2019-07-26,NA
"4957",2019-07-26 13:00:00,19.35,3.35,23.42,18,2019-07-26,NA
"4958",2019-07-26 14:00:00,19.9,3.27,29.16,15.75,2019-07-26,NA
"4959",2019-07-26 15:00:00,21.22,3.2,23.94,18,2019-07-26,NA
"4960",2019-07-26 16:00:00,23.8,NA,22.16,17.75,2019-07-26,NA
"4961",2019-07-26 17:00:00,24.2,3.3,21.85,19.5,2019-07-26,NA
"4962",2019-07-26 18:00:00,25.27,3.4,17.7,25.25,2019-07-26,NA
"4963",2019-07-26 19:00:00,28.1,3.18,18.29,19.5,2019-07-26,NA
"4964",2019-07-26 20:00:00,27.5,3.08,11.69,20.25,2019-07-26,NA
"4965",2019-07-26 21:00:00,26.28,3.12,10.86,26.5,2019-07-26,NA
"4966",2019-07-26 22:00:00,24.55,3.08,11.07,23.25,2019-07-26,NA
"4967",2019-07-26 23:00:00,20.02,3.12,10.82,18.5,2019-07-26,NA
"4968",2019-07-27 00:00:00,18.4,NA,14.06,19.75,2019-07-27,NA
"4969",2019-07-27 01:00:00,14.28,NA,22.42,19,2019-07-27,NA
"4970",2019-07-27 02:00:00,11.97,NA,23.04,NA,2019-07-27,NA
"4971",2019-07-27 03:00:00,11.57,NA,16.23,NA,2019-07-27,NA
"4972",2019-07-27 04:00:00,12.55,NA,11.24,18.75,2019-07-27,NA
"4973",2019-07-27 05:00:00,13.57,NA,3.78,24.75,2019-07-27,NA
"4974",2019-07-27 06:00:00,14.68,NA,1.16,26.25,2019-07-27,NA
"4975",2019-07-27 07:00:00,16.15,NA,0.69,23.75,2019-07-27,NA
"4976",2019-07-27 08:00:00,17.42,NA,3.35,26.5,2019-07-27,NA
"4977",2019-07-27 09:00:00,16.8,NA,11,35.5,2019-07-27,NA
"4978",2019-07-27 10:00:00,17,NA,15.82,30,2019-07-27,NA
"4979",2019-07-27 11:00:00,20.02,NA,22.04,27.25,2019-07-27,NA
"4980",2019-07-27 12:00:00,20.83,NA,21.82,26.5,2019-07-27,NA
"4981",2019-07-27 13:00:00,20.42,NA,23.07,23,2019-07-27,NA
"4982",2019-07-27 14:00:00,22.27,NA,19.52,26,2019-07-27,NA
"4983",2019-07-27 15:00:00,22.48,NA,22.11,27.25,2019-07-27,NA
"4984",2019-07-27 16:00:00,22.82,NA,23.53,29,2019-07-27,NA
"4985",2019-07-27 17:00:00,22.05,NA,22.21,24,2019-07-27,NA
"4986",2019-07-27 18:00:00,22.72,NA,17.01,25.75,2019-07-27,NA
"4987",2019-07-27 19:00:00,26.67,NA,10.32,23.25,2019-07-27,NA
"4988",2019-07-27 20:00:00,26.6,NA,4.4,29,2019-07-27,NA
"4989",2019-07-27 21:00:00,28.43,NA,12.61,34,2019-07-27,NA
"4990",2019-07-27 22:00:00,20.27,NA,15.04,27.5,2019-07-27,NA
"4991",2019-07-27 23:00:00,18.15,NA,14.27,16.75,2019-07-27,NA
"4992",2019-07-28 00:00:00,NA,NA,NA,NA,2019-07-28,NA
"4993",2019-07-28 01:00:00,NA,NA,NA,NA,2019-07-28,NA
"4994",2019-07-28 02:00:00,NA,NA,NA,NA,2019-07-28,NA
"4995",2019-07-28 03:00:00,NA,NA,NA,NA,2019-07-28,NA
"4996",2019-07-28 04:00:00,NA,NA,NA,NA,2019-07-28,NA
"4997",2019-07-28 05:00:00,NA,NA,NA,NA,2019-07-28,NA
"4998",2019-07-28 06:00:00,NA,NA,NA,NA,2019-07-28,NA
"4999",2019-07-28 07:00:00,NA,NA,NA,NA,2019-07-28,NA
"5000",2019-07-28 08:00:00,NA,NA,NA,NA,2019-07-28,NA
"5001",2019-07-28 09:00:00,NA,NA,NA,NA,2019-07-28,NA
"5002",2019-07-28 10:00:00,NA,NA,NA,NA,2019-07-28,NA
"5003",2019-07-28 11:00:00,NA,NA,NA,NA,2019-07-28,NA
"5004",2019-07-28 12:00:00,NA,NA,NA,NA,2019-07-28,NA
"5005",2019-07-28 13:00:00,NA,NA,NA,NA,2019-07-28,NA
"5006",2019-07-28 14:00:00,NA,NA,NA,NA,2019-07-28,NA
"5007",2019-07-28 15:00:00,NA,NA,NA,NA,2019-07-28,NA
"5008",2019-07-28 16:00:00,NA,NA,NA,NA,2019-07-28,NA
"5009",2019-07-28 17:00:00,NA,NA,NA,NA,2019-07-28,NA
"5010",2019-07-28 18:00:00,NA,NA,NA,NA,2019-07-28,NA
"5011",2019-07-28 19:00:00,NA,NA,NA,NA,2019-07-28,NA
"5012",2019-07-28 20:00:00,NA,NA,NA,NA,2019-07-28,NA
"5013",2019-07-28 21:00:00,NA,NA,NA,NA,2019-07-28,NA
"5014",2019-07-28 22:00:00,NA,NA,NA,NA,2019-07-28,NA
"5015",2019-07-28 23:00:00,NA,NA,NA,NA,2019-07-28,NA
"5016",2019-07-29 00:00:00,NA,NA,NA,NA,2019-07-29,NA
"5017",2019-07-29 01:00:00,NA,NA,NA,NA,2019-07-29,NA
"5018",2019-07-29 02:00:00,NA,NA,NA,NA,2019-07-29,NA
"5019",2019-07-29 03:00:00,NA,NA,NA,NA,2019-07-29,NA
"5020",2019-07-29 04:00:00,NA,NA,NA,NA,2019-07-29,NA
"5021",2019-07-29 05:00:00,NA,NA,NA,NA,2019-07-29,NA
"5022",2019-07-29 06:00:00,NA,NA,NA,NA,2019-07-29,NA
"5023",2019-07-29 07:00:00,NA,NA,NA,NA,2019-07-29,NA
"5024",2019-07-29 08:00:00,NA,NA,NA,NA,2019-07-29,NA
"5025",2019-07-29 09:00:00,NA,NA,NA,NA,2019-07-29,NA
"5026",2019-07-29 10:00:00,NA,NA,NA,NA,2019-07-29,NA
"5027",2019-07-29 11:00:00,NA,NA,NA,NA,2019-07-29,NA
"5028",2019-07-29 12:00:00,NA,NA,NA,NA,2019-07-29,NA
"5029",2019-07-29 13:00:00,NA,NA,NA,NA,2019-07-29,NA
"5030",2019-07-29 14:00:00,NA,NA,NA,NA,2019-07-29,NA
"5031",2019-07-29 15:00:00,NA,NA,NA,NA,2019-07-29,NA
"5032",2019-07-29 16:00:00,NA,NA,NA,NA,2019-07-29,NA
"5033",2019-07-29 17:00:00,NA,NA,NA,NA,2019-07-29,NA
"5034",2019-07-29 18:00:00,NA,NA,NA,NA,2019-07-29,NA
"5035",2019-07-29 19:00:00,NA,NA,NA,NA,2019-07-29,NA
"5036",2019-07-29 20:00:00,NA,NA,NA,NA,2019-07-29,NA
"5037",2019-07-29 21:00:00,NA,NA,NA,NA,2019-07-29,NA
"5038",2019-07-29 22:00:00,NA,NA,NA,NA,2019-07-29,NA
"5039",2019-07-29 23:00:00,NA,NA,NA,NA,2019-07-29,NA
"5040",2019-07-30 00:00:00,18.88,NA,16,17.75,2019-07-30,NA
"5041",2019-07-30 01:00:00,15.18,NA,16.9,14.25,2019-07-30,NA
"5042",2019-07-30 02:00:00,16,NA,18.08,17,2019-07-30,NA
"5043",2019-07-30 03:00:00,12.57,NA,17.41,19,2019-07-30,NA
"5044",2019-07-30 04:00:00,12.12,NA,10.27,20.5,2019-07-30,NA
"5045",2019-07-30 05:00:00,12.82,NA,9.65,24.25,2019-07-30,NA
"5046",2019-07-30 06:00:00,16.3,NA,3.31,23.75,2019-07-30,NA
"5047",2019-07-30 07:00:00,20,NA,0.68,29.75,2019-07-30,NA
"5048",2019-07-30 08:00:00,19.35,NA,1.24,32.75,2019-07-30,NA
"5049",2019-07-30 09:00:00,21.32,NA,6.62,34,2019-07-30,NA
"5050",2019-07-30 10:00:00,18.9,NA,10.42,30.75,2019-07-30,NA
"5051",2019-07-30 11:00:00,20.55,NA,20.54,28.75,2019-07-30,NA
"5052",2019-07-30 12:00:00,22.4,NA,17.96,24.5,2019-07-30,NA
"5053",2019-07-30 13:00:00,23.9,NA,18.84,NA,2019-07-30,NA
"5054",2019-07-30 14:00:00,24,NA,19.35,27.5,2019-07-30,NA
"5055",2019-07-30 15:00:00,22.02,NA,19.36,23.25,2019-07-30,NA
"5056",2019-07-30 16:00:00,20.93,NA,19.61,NA,2019-07-30,NA
"5057",2019-07-30 17:00:00,21.65,NA,18.88,22,2019-07-30,NA
"5058",2019-07-30 18:00:00,23.25,NA,14.92,25.75,2019-07-30,NA
"5059",2019-07-30 19:00:00,29.25,NA,11.29,26.5,2019-07-30,NA
"5060",2019-07-30 20:00:00,31.15,NA,7.56,25,2019-07-30,NA
"5061",2019-07-30 21:00:00,34.55,NA,6.95,41.25,2019-07-30,NA
"5062",2019-07-30 22:00:00,31.75,NA,3.96,65.75,2019-07-30,NA
"5063",2019-07-30 23:00:00,27.82,NA,5.77,NA,2019-07-30,NA
"5064",2019-07-31 00:00:00,28.9,NA,7.46,65.25,2019-07-31,NA
"5065",2019-07-31 01:00:00,28.65,NA,5.39,53,2019-07-31,NA
"5066",2019-07-31 02:00:00,23.47,NA,2.57,52,2019-07-31,NA
"5067",2019-07-31 03:00:00,22.38,NA,3.16,54.5,2019-07-31,NA
"5068",2019-07-31 04:00:00,18.78,NA,0.53,47.75,2019-07-31,NA
"5069",2019-07-31 05:00:00,17.82,NA,0.24,52.75,2019-07-31,NA
"5070",2019-07-31 06:00:00,18.7,NA,NA,37,2019-07-31,NA
"5071",2019-07-31 07:00:00,23.8,NA,NA,49.25,2019-07-31,NA
"5072",2019-07-31 08:00:00,24.57,NA,NA,54.75,2019-07-31,NA
"5073",2019-07-31 09:00:00,21.2,NA,6.29,39,2019-07-31,NA
"5074",2019-07-31 10:00:00,21.1,NA,11.74,28.75,2019-07-31,NA
"5075",2019-07-31 11:00:00,22.25,NA,18.09,26.75,2019-07-31,NA
"5076",2019-07-31 12:00:00,20.98,NA,19.73,31,2019-07-31,NA
"5077",2019-07-31 13:00:00,24.55,NA,18.54,27.75,2019-07-31,NA
"5078",2019-07-31 14:00:00,24.45,NA,16.34,28,2019-07-31,NA
"5079",2019-07-31 15:00:00,21.12,NA,16.48,30.25,2019-07-31,NA
"5080",2019-07-31 16:00:00,22.85,NA,19.7,26,2019-07-31,NA
"5081",2019-07-31 17:00:00,22.62,NA,20.9,20.5,2019-07-31,NA
"5082",2019-07-31 18:00:00,26.07,NA,16.16,23.5,2019-07-31,NA
"5083",2019-07-31 19:00:00,31.4,NA,6.61,27.75,2019-07-31,NA
"5084",2019-07-31 20:00:00,32.73,NA,0.53,30.5,2019-07-31,NA
"5085",2019-07-31 21:00:00,35.15,NA,3.47,39.25,2019-07-31,NA
"5086",2019-07-31 22:00:00,30.6,NA,7.47,31.5,2019-07-31,NA
"5087",2019-07-31 23:00:00,24.83,NA,9.95,24,2019-07-31,NA
"5088",2019-08-01 00:00:00,28.75,NA,8.03,NA,2019-08-01,NA
"5089",2019-08-01 01:00:00,24.67,NA,9.07,21.5,2019-08-01,NA
"5090",2019-08-01 02:00:00,17.88,NA,11.8,23.5,2019-08-01,NA
"5091",2019-08-01 03:00:00,13.08,NA,11.68,24.5,2019-08-01,NA
"5092",2019-08-01 04:00:00,11.88,NA,7.22,23,2019-08-01,NA
"5093",2019-08-01 05:00:00,12.97,NA,3.75,23.75,2019-08-01,NA
"5094",2019-08-01 06:00:00,14.65,NA,1.33,26.5,2019-08-01,NA
"5095",2019-08-01 07:00:00,18.3,NA,NA,29.25,2019-08-01,NA
"5096",2019-08-01 08:00:00,20.2,NA,NA,33.5,2019-08-01,NA
"5097",2019-08-01 09:00:00,18.4,NA,8.12,34.75,2019-08-01,NA
"5098",2019-08-01 10:00:00,19.33,NA,11.61,31,2019-08-01,NA
"5099",2019-08-01 11:00:00,23.77,NA,13.87,25.25,2019-08-01,NA
"5100",2019-08-01 12:00:00,20.07,NA,16.83,33.25,2019-08-01,NA
"5101",2019-08-01 13:00:00,22.43,NA,17.88,27.25,2019-08-01,NA
"5102",2019-08-01 14:00:00,21.25,NA,17.27,24,2019-08-01,NA
"5103",2019-08-01 15:00:00,21.02,NA,23.66,22.25,2019-08-01,NA
"5104",2019-08-01 16:00:00,22.18,NA,21,28,2019-08-01,NA
"5105",2019-08-01 17:00:00,22.45,NA,22.68,32.5,2019-08-01,NA
"5106",2019-08-01 18:00:00,21.95,NA,19.43,28.25,2019-08-01,NA
"5107",2019-08-01 19:00:00,24.9,NA,16.56,29,2019-08-01,NA
"5108",2019-08-01 20:00:00,24.35,NA,12.16,NA,2019-08-01,NA
"5109",2019-08-01 21:00:00,26.15,NA,10.31,27.75,2019-08-01,NA
"5110",2019-08-01 22:00:00,24.43,NA,11.68,24,2019-08-01,NA
"5111",2019-08-01 23:00:00,19.02,NA,14.93,23.25,2019-08-01,NA
"5112",2019-08-02 00:00:00,16.2,NA,19.34,20,2019-08-02,NA
"5113",2019-08-02 01:00:00,17.43,NA,17.86,15.75,2019-08-02,NA
"5114",2019-08-02 02:00:00,15.68,NA,18.3,12.5,2019-08-02,NA
"5115",2019-08-02 03:00:00,10.97,NA,16.5,14,2019-08-02,NA
"5116",2019-08-02 04:00:00,10.38,NA,13.98,15.5,2019-08-02,NA
"5117",2019-08-02 05:00:00,11.38,NA,12.14,19,2019-08-02,NA
"5118",2019-08-02 06:00:00,13.5,NA,7.52,17.75,2019-08-02,NA
"5119",2019-08-02 07:00:00,18.8,NA,3.48,24,2019-08-02,NA
"5120",2019-08-02 08:00:00,19.3,NA,7.43,25.75,2019-08-02,NA
"5121",2019-08-02 09:00:00,19.85,NA,8.8,24,2019-08-02,NA
"5122",2019-08-02 10:00:00,20.97,NA,15.7,31.5,2019-08-02,NA
"5123",2019-08-02 11:00:00,22.27,NA,17.81,33.5,2019-08-02,NA
"5124",2019-08-02 12:00:00,18.73,NA,22.79,24.5,2019-08-02,NA
"5125",2019-08-02 13:00:00,21.9,NA,22.96,21,2019-08-02,NA
"5126",2019-08-02 14:00:00,22.15,NA,24.79,23,2019-08-02,NA
"5127",2019-08-02 15:00:00,22.48,NA,19.65,19.5,2019-08-02,NA
"5128",2019-08-02 16:00:00,22.1,NA,17.54,19.25,2019-08-02,NA
"5129",2019-08-02 17:00:00,23.62,NA,17.59,22.75,2019-08-02,NA
"5130",2019-08-02 18:00:00,26.85,NA,10.51,23.5,2019-08-02,NA
"5131",2019-08-02 19:00:00,23.72,NA,6.52,27.75,2019-08-02,NA
"5132",2019-08-02 20:00:00,24.25,NA,5.52,26,2019-08-02,NA
"5133",2019-08-02 21:00:00,27.05,NA,3.91,22.5,2019-08-02,NA
"5134",2019-08-02 22:00:00,24.32,NA,2.27,23.25,2019-08-02,NA
"5135",2019-08-02 23:00:00,23.15,NA,1.16,29,2019-08-02,NA
"5136",2019-08-03 00:00:00,21.52,NA,7.82,22.75,2019-08-03,NA
"5137",2019-08-03 01:00:00,19.05,NA,10.79,13.5,2019-08-03,NA
